productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
512801,Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Iron Valiant],Paradox Rift Pokemon Center Elite Trainer Box Exclusive Iron Valiant,https://tcgplayer-cdn.tcgplayer.com/product/512801_200w.jpg,3,23286,https://cpt.tcgcsv.com/2876,2024-04-01T20:04:33.19,1,"The Pokémon TCG: Scarlet & Violet—Paradox Rift Pokemon Center Elite Trainer Box includes: <br> <br>
• 11 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs<br>
• 1 full-art foil promo card featuring Scream Tail or Iron Bundle <br>
• 1 additional illustration rare promo card featuring the Pokémon Center logo <br>
• 65 card sleeves featuring Roaring Moon or Iron Valiant <br>
• 45 Pokémon TCG Energy cards <br>
• A player’s guide to the Scarlet & Violet—Paradox Rift expansion <br>
• 6 damage-counter dice <br>
• 1 competition-legal coin-flip die <br>
• 2 plastic condition markers <br>
• A collector’s box to hold everything, with 4 dividers to keep it organized <br>
• A code card for Pokémon Trading Card Game Live <br>",0820650854163,120.0,149.0,300.0,121.04,,Normal,,,,,,,,,,
512809,Paradox Rift Pokemon Center Elite Trainer Box (Exclusive) [Roaring Moon],Paradox Rift Pokemon Center Elite Trainer Box Exclusive Roaring Moon,https://tcgplayer-cdn.tcgplayer.com/product/512809_200w.jpg,3,23286,https://cpt.tcgcsv.com/c876,2024-04-01T20:05:06.587,1,"The Pokémon TCG: Scarlet & Violet—Paradox Rift Pokemon Center Elite Trainer Box includes: <br> <br>
• 11 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs<br>
• 1 full-art foil promo card featuring Scream Tail or Iron Bundle <br>
• 1 additional illustration rare promo card featuring the Pokémon Center logo <br>
• 65 card sleeves featuring Roaring Moon or Iron Valiant <br>
• 45 Pokémon TCG Energy cards <br>
• A player’s guide to the Scarlet & Violet—Paradox Rift expansion <br>
• 6 damage-counter dice <br>
• 1 competition-legal coin-flip die <br>
• 2 plastic condition markers <br>
• A collector’s box to hold everything, with 4 dividers to keep it organized <br>
• A code card for Pokémon Trading Card Game Live <br>",0820650854163,120.0,160.0,299.99,135.49,,Normal,,,,,,,,,,
512813,Paradox Rift Elite Trainer Box [Iron Valiant],Paradox Rift Elite Trainer Box Iron Valiant,https://tcgplayer-cdn.tcgplayer.com/product/512813_200w.jpg,3,23286,https://cpt.tcgcsv.com/h876,2023-11-03T04:03:24.207,3,"The Pokémon TCG: Scarlet & Violet—Paradox Rift Elite Trainer Box includes:
<br>• 9 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs
<br>• 1 full-art foil promo card featuring Scream Tail or Iron Bundle
<br>• 65 card sleeves featuring Roaring Moon or Iron Valiant
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Paradox Rift expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",0820650854163,55.0,69.98,499.99,67.22,,Normal,,,,,,,,,,
512815,Paradox Rift Elite Trainer Box [Roaring Moon],Paradox Rift Elite Trainer Box Roaring Moon,https://tcgplayer-cdn.tcgplayer.com/product/512815_200w.jpg,3,23286,https://cpt.tcgcsv.com/k876,2023-11-03T04:03:24.207,1,"The Pokémon TCG: Scarlet & Violet—Paradox Rift Elite Trainer Box includes:
• 9 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs
• 1 full-art foil promo card featuring Scream Tail or Iron Bundle
• 65 card sleeves featuring Roaring Moon or Iron Valiant
• 45 Pokémon TCG Energy cards
• A player’s guide to the Scarlet & Violet—Paradox Rift expansion
• 6 damage-counter dice
• 1 competition-legal coin-flip die
• 2 plastic condition markers
• A collector’s box to hold everything, with 4 dividers to keep it organized
• A code card for Pokémon Trading Card Game Live",0820650854163,56.0,72.99,499.99,67.41,,Normal,,,,,,,,,,
512820,Paradox Rift Booster Bundle,Paradox Rift Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/512820_200w.jpg,3,23286,https://cpt.tcgcsv.com/q876,2023-11-03T04:03:24.207,1,"Dive into the clouds and explore a land that appears to be unbound by time! With ferocious attacks, Ancient Pokémon like Roaring Moon ex and Sandy Shocks ex appear alongside artificial Future Pokémon like Iron Valiant ex and Iron Hands ex. Meanwhile, Garchomp ex, Mewtwo ex, and others Terastallize to gain new types, as Armarouge ex, Gholdengo ex, and more Pokémon ex join the fray. Adventure awaits as timelines collide in the Pokémon TCG: Scarlet & Violet—Paradox Rift expansion!

<br><br>

Includes: <br>
• 6 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs
<br><br><em>(Pokemon TCG booster packs and contents vary by product.)</em>",0820650854125,50.0,50.0,50.0,46.03,,Normal,,,,,,,,,,
512821,Paradox Rift Booster Box,Paradox Rift Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/512821_200w.jpg,3,23286,https://cpt.tcgcsv.com/r876,2023-11-03T04:03:24.207,1,Each Paradox Rift booster display contains 36 booster packs.<br> <em>(Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.)</em>,0820650863998,181.98,220.0,400.0,194.58,,Normal,,,,,,,,,,
512822,Paradox Rift Booster Pack,Paradox Rift Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/512822_200w.jpg,3,23286,https://cpt.tcgcsv.com/s876,2024-05-28T19:30:45.88,1,Each Paradox Rift booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.,,4.72,5.99,15.0,5.63,,Normal,,,,,,,,,,
512828,Paradox Rift Booster Box Case,Paradox Rift Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/512828_200w.jpg,3,23286,https://cpt.tcgcsv.com/B876,2023-11-03T04:03:24.207,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>,0820650863998,1194.99,1330.0,1950.0,1072.19,,Normal,,,,,,,,,,
512831,Paradox Rift Booster Pack Art Bundle [Set of 4],Paradox Rift Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/512831_200w.jpg,3,23286,https://cpt.tcgcsv.com/F876,2023-11-03T04:03:24.207,1,"Set of 4 uniqueu art packs from Paradox Rift. <br>
Each Paradox Rift booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.",,19.99,23.5,25.99,22.15,,Normal,,,,,,,,,,
512834,Paradox Rift Elite Trainer Boxes [Set of 2],Paradox Rift Elite Trainer Boxes Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/512834_200w.jpg,3,23286,https://cpt.tcgcsv.com/J876,2023-11-03T04:03:24.207,1,"Each Pokémon TCG: Paradox Rift Elite Trainer Box includes: <br>
• 9 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs <br>
• 1 full-art foil promo card featuring Scream Tail or Iron Bundle <br>
• 65 card sleeves featuring Roaring Moon or Iron Valiant<br>
• 45 Pokémon TCG Energy cards <br>
• A player’s guide to the Scarlet & Violet—Paradox Rift expansion <brr>
• 6 damage-counter dice <br>
• 1 competition-legal coin-flip die <br>
• 2 plastic condition markers <br>
• A collector’s box to hold everything, with 4 dividers to keep it organized <br>
• A code card for Pokémon Trading Card Game Live <br>",0820650854163,126.0,135.01,150.0,136.45,,Normal,,,,,,,,,,
513433,Paradox Rift 3 Pack Blister [Arctibax],Paradox Rift 3 Pack Blister Arctibax,https://tcgplayer-cdn.tcgplayer.com/product/513433_200w.jpg,3,23286,https://cpt.tcgcsv.com/Hn76,2023-11-03T04:03:24.207,1,Each blister comes with 3 Paradox Rift booster packs and a promotional card of Arctibax.,0820650854033,24.99,24.99,24.99,15.8,,Normal,,,,,,,,,,
513434,Paradox Rift 3 Pack Blister [Cetitan],Paradox Rift 3 Pack Blister Cetitan,https://tcgplayer-cdn.tcgplayer.com/product/513434_200w.jpg,3,23286,https://cpt.tcgcsv.com/Jn76,2023-11-03T04:03:24.207,1,Each blister comes with 3 Paradox Rift booster packs and a promotional card of Cetitan.,0820650854033,15.0,15.0,15.0,15.72,,Normal,,,,,,,,,,
513437,Paradox Rift 3 Pack Blister [Set of 2],Paradox Rift 3 Pack Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/513437_200w.jpg,3,23286,https://cpt.tcgcsv.com/Mn76,2023-11-03T04:03:24.207,1,Each blister comes with 3 Paradox Rift booster packs and a promotional card.,,53.97,53.97,53.97,25.59,,Normal,,,,,,,,,,
513511,Paradox Rift Elite Trainer Box Case,Paradox Rift Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/513511_200w.jpg,3,23286,https://cpt.tcgcsv.com/fq76,2023-11-03T04:03:24.207,1,"Each Paradox Rift Elite Trainer Box Case contains 10 Elite Trainer Boxes.
<br><br>The Pokémon TCG: Scarlet & Violet—Paradox Rift Elite Trainer Box includes:
• 9 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs
• 1 full-art foil promo card featuring Scream Tail or Iron Bundle
• 65 card sleeves featuring Roaring Moon or Iron Valiant
• 45 Pokémon TCG Energy cards
• A player’s guide to the Scarlet & Violet—Paradox Rift expansion
• 6 damage-counter dice
• 1 competition-legal coin-flip die
• 2 plastic condition markers
• A collector’s box to hold everything, with 4 dividers to keep it organized
• A code card for Pokémon Trading Card Game Live",0820650874161,749.99,774.69,774.98,399.92,,Normal,,,,,,,,,,
514068,Paradox Rift Build & Battle Box,Paradox Rift Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/514068_200w.jpg,3,23286,https://cpt.tcgcsv.com/nF76,2024-12-23T20:24:58.437,1,"Inside, you'll find:
<br>
• A 40-card ready-to-play deck, including 1 of 4 unique foil promo cards
<br>
• 4 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs
<br>
• A code card for Pokémon TCG Live",,21.84,26.89,36.99,23.2,,Normal,,,,,,,,,,
514069,Paradox Rift Build & Battle Box Display,Paradox Rift Build and Battle Box Display,https://tcgplayer-cdn.tcgplayer.com/product/514069_200w.jpg,3,23286,https://cpt.tcgcsv.com/pF76,2023-11-17T05:03:21,1,"Each Paradox Rift Build & Battle Box Display contains 10 Paradox Rift Build & Battle Boxes.
<br><br>Inside, you'll find:
<br>
• A 40-card ready-to-play deck, including 1 of 4 unique foil promo cards
<br>
• 4 Pokémon TCG: Scarlet & Violet—Paradox Rift booster packs
<br>
• A code card for Pokémon TCG Live",0820650864216,230.0,265.0,299.99,181.56,,Normal,,,,,,,,,,
514070,Paradox Rift Build & Battle Stadium,Paradox Rift Build and Battle Stadium,https://tcgplayer-cdn.tcgplayer.com/product/514070_200w.jpg,3,23286,https://cpt.tcgcsv.com/qF76,2024-12-23T20:25:10.16,1,"The Build & Battle Stadium includes everything two players need to battle. Inside this box, you’ll find:
<br>
• 2 individual Build & Battle Boxes, each containing a ready-to-play 40-card deck
<br>
• Each deck includes 1 of 4 foil promo cards
<br>
• 3 additional Scarlet & Violet—Paradox Rift booster packs, so you get 11 in all
<br>
• 121 Basic Energy cards
<br>
• 6 damage-counter dice
<br>
• 1 competition-legal coin-flip die
<br>
• 2 coin condition markers
<br>
• A collector’s box to hold everything",0820650854224,71.99,71.99,71.99,59.38,,Normal,,,,,,,,,,
514071,Paradox Rift Build & Battle Stadium Case,Paradox Rift Build and Battle Stadium Case,https://tcgplayer-cdn.tcgplayer.com/product/514071_200w.jpg,3,23286,https://cpt.tcgcsv.com/rF76,2023-11-17T05:03:21,1,"Each Paradox Rift Build & Battle Stadium Case contains 6 Paradox Rift Build & Battle Stadium boxes.
<br><br>The Build & Battle Stadium includes everything two players need to battle. Inside this box, you’ll find:
<br>
• 2 individual Build & Battle Boxes, each containing a ready-to-play 40-card deck
<br>
• Each deck includes 1 of 4 foil promo cards
<br>
• 3 additional Scarlet & Violet—Paradox Rift booster packs, so you get 11 in all
<br>
• 121 Basic Energy cards
<br>
• 6 damage-counter dice
<br>
• 1 competition-legal coin-flip die
<br>
• 2 coin condition markers
<br>
• A collector’s box to hold everything",0820650874222,,,,,,,,,,,,,,,,
514223,Paradox Rift Single Pack Blister [Sinistea],Paradox Rift Single Pack Blister Sinistea,https://tcgplayer-cdn.tcgplayer.com/product/514223_200w.jpg,3,23286,https://cpt.tcgcsv.com/tJ76,2023-11-03T04:03:24.207,1,"Each blister comes with 1 Paradox Rift booster pack, 1 coin, and a promotional card of Sinistea.",,6.98,8.99,13.95,6.4,,Normal,,,,,,,,,,
514224,Paradox Rift Single Pack Blister [Pineco],Paradox Rift Single Pack Blister Pineco,https://tcgplayer-cdn.tcgplayer.com/product/514224_200w.jpg,3,23286,https://cpt.tcgcsv.com/vJ76,2023-11-03T04:03:24.207,1,"Each blister comes with 1 Paradox Rift booster pack, 1 coin, and a promotional card of Pinco.",,5.85,9.99,13.95,5.93,,Normal,,,,,,,,,,
517210,Paradox Rift Sleeved Booster Pack,Paradox Rift Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/517210_200w.jpg,3,23286,https://cpt.tcgcsv.com/dV86,2023-11-03T04:03:24.207,1,Each Paradox Rift sleeved booster pack contains 10 random cards.,0820650808197,4.98,6.97,14.81,6.08,,Normal,,,,,,,,,,
523584,Surskit,Surskit,https://tcgplayer-cdn.tcgplayer.com/product/523584_200w.jpg,3,23286,https://cpt.tcgcsv.com/Jrc6,2025-02-07T20:23:43.737,1,,,0.01,0.1,5.0,0.05,,Normal,001/182,Common,Grass,50,Basic,"[G] Triple Spin: (10x) 
<br>Flip 3 coins. This attack does 10 damage for each heads.",Rx2,None,1,
523584,Surskit,Surskit,https://tcgplayer-cdn.tcgplayer.com/product/523584_200w.jpg,3,23286,https://cpt.tcgcsv.com/Jrc6,2025-02-07T20:23:43.737,1,,,0.01,0.15,4.95,0.1,,Reverse Holofoil,001/182,Common,Grass,50,Basic,"[G] Triple Spin: (10x) 
<br>Flip 3 coins. This attack does 10 damage for each heads.",Rx2,None,1,
523585,Masquerain,Masquerain,https://tcgplayer-cdn.tcgplayer.com/product/523585_200w.jpg,3,23286,https://cpt.tcgcsv.com/Krc6,2025-02-07T20:23:43.793,1,,,0.04,0.15,10.49,0.12,,Reverse Holofoil,002/182,Uncommon,Grass,100,Stage 1,"[G] Daunting Eyes <br>Flip a coin until you get tails. For each heads, shuffle an Energy attached to your opponent’s Active Pokémon into their deck.",Rx2,None,1,[1G] Cutting Wind (70)
523585,Masquerain,Masquerain,https://tcgplayer-cdn.tcgplayer.com/product/523585_200w.jpg,3,23286,https://cpt.tcgcsv.com/Krc6,2025-02-07T20:23:43.793,1,,,0.01,0.1,19.95,0.06,,Normal,002/182,Uncommon,Grass,100,Stage 1,"[G] Daunting Eyes <br>Flip a coin until you get tails. For each heads, shuffle an Energy attached to your opponent’s Active Pokémon into their deck.",Rx2,None,1,[1G] Cutting Wind (70)
523587,Froslass ex - 003/182,Froslass ex 003 182,https://tcgplayer-cdn.tcgplayer.com/product/523587_200w.jpg,3,23286,https://cpt.tcgcsv.com/Mrc6,2023-11-03T04:03:24.207,1,"<strong> Ability — Evanescent</strong>
<br>If this Pokémon is in the Active Spot and is Knocked Out, flip a coin. If heads, your opponent takes I fewer Prize card.",,0.2,0.65,5.05,0.55,0.54,Holofoil,003/182,Double Rare,Grass,250,Stage 1,"[WW] Frost Bullet (140)
<br>If this Pokémon is in the Active Spot and is Knocked Out, flip a coin. If heads, your opponent takes I fewer Prize card.",Rx2,None,1,
523603,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/523603_200w.jpg,3,23286,https://cpt.tcgcsv.com/5sc6,2025-02-07T20:23:43.84,1,,,0.01,0.14,25.0,0.09,,Reverse Holofoil,004/182,Common,Grass,70,Basic,"[1] Call for Family
<br>Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.",Rx2,None,1,"[2G] Leech Seed: (30) 
<br>Heal 10 damage from this Pokémon."
523603,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/523603_200w.jpg,3,23286,https://cpt.tcgcsv.com/5sc6,2025-02-07T20:23:43.84,1,,,0.01,0.1,4.95,0.05,,Normal,004/182,Common,Grass,70,Basic,"[1] Call for Family
<br>Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.",Rx2,None,1,"[2G] Leech Seed: (30) 
<br>Heal 10 damage from this Pokémon."
523604,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/523604_200w.jpg,3,23286,https://cpt.tcgcsv.com/6sc6,2023-11-03T04:03:24.207,1,"<strong>Ability — Monkey Trio</strong>
<br>If you have Simisage, Simisear, and Simipour in play, ignore all [C] in the attack cost of attacks this Pokémon’s uses.",,0.02,0.18,4.95,0.15,0.15,Reverse Holofoil,005/182,Uncommon,Grass,100,Stage 1,"[2G] Arm Thrust Needle (100) 
<br>During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Pokémon that have an Ability (except any Simisage)",Rx2,None,1,
523604,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/523604_200w.jpg,3,23286,https://cpt.tcgcsv.com/6sc6,2023-11-03T04:03:24.207,1,"<strong>Ability — Monkey Trio</strong>
<br>If you have Simisage, Simisear, and Simipour in play, ignore all [C] in the attack cost of attacks this Pokémon’s uses.",,0.01,0.1,4.95,0.05,0.05,Normal,005/182,Uncommon,Grass,100,Stage 1,"[2G] Arm Thrust Needle (100) 
<br>During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Pokémon that have an Ability (except any Simisage)",Rx2,None,1,
523605,Dwebble,Dwebble,https://tcgplayer-cdn.tcgplayer.com/product/523605_200w.jpg,3,23286,https://cpt.tcgcsv.com/7sc6,2023-11-03T04:03:24.207,1,,,0.01,0.1,4.95,0.04,0.03,Normal,006/182,Common,Grass,60,Basic,[2] Beat (20),Rx2,None,1,
523605,Dwebble,Dwebble,https://tcgplayer-cdn.tcgplayer.com/product/523605_200w.jpg,3,23286,https://cpt.tcgcsv.com/7sc6,2023-11-03T04:03:24.207,1,,,0.01,0.15,5.0,0.09,0.08,Reverse Holofoil,006/182,Common,Grass,60,Basic,[2] Beat (20),Rx2,None,1,
523606,Crustle - 007/182,Crustle 007 182,https://tcgplayer-cdn.tcgplayer.com/product/523606_200w.jpg,3,23286,https://cpt.tcgcsv.com/8sc6,2025-02-07T20:23:43.887,1,,,0.01,0.15,5.0,0.1,,Reverse Holofoil,007/182,Common,Grass,130,Stage 1,[2] Confront (50),Rx2,None,3,"[2G] Crag Bash (100)
<br>During your opponent's next turn, this Pokemon takes 100 less damage from attacks from Evolution Pokemon (after applying Weakness and Resistance)."
