productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
553012,Shrouded Fable Mini Tin (Okidogi),Shrouded Fable Mini Tin Okidogi,https://tcgplayer-cdn.tcgplayer.com/product/553012_200w.jpg,3,23529,https://cpt.tcgcsv.com/gdr6,2024-08-02T04:09:22.817,1,"Pokémon Favorites in the Palm of Your Hand!
<br>
<br>In this Pokémon TCG: Scarlet & Violet—Shrouded Fable Mini Tin, you’ll find:
<br>• 2 Pokémon TCG: Scarlet & Violet—Shrouded Fable booster packs
<br>• 1 sticker sheet
<br>• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",16.99,25.49,25.99,10.73,,Normal,,,,,,,,,,,
553018,Shrouded Fable Mini Tin (Fezandipiti),Shrouded Fable Mini Tin Fezandipiti,https://tcgplayer-cdn.tcgplayer.com/product/553018_200w.jpg,3,23529,https://cpt.tcgcsv.com/ndr6,2024-08-02T04:09:22.817,1,"Pokémon Favorites in the Palm of Your Hand!
<br>
<br>In this Pokémon TCG: Scarlet & Violet—Shrouded Fable Mini Tin, you’ll find:
<br>• 2 Pokémon TCG: Scarlet & Violet—Shrouded Fable booster packs
<br>• 1 sticker sheet
<br>• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",8.98,21.9,24.99,10.44,,Normal,,,,,,,,,,,
553023,Shrouded Fable Mini Tin (Dusknoir),Shrouded Fable Mini Tin Dusknoir,https://tcgplayer-cdn.tcgplayer.com/product/553023_200w.jpg,3,23529,https://cpt.tcgcsv.com/tdr6,2024-08-02T04:09:22.817,1,"Pokémon Favorites in the Palm of Your Hand!
<br>
<br>In this Pokémon TCG: Scarlet & Violet—Shrouded Fable Mini Tin, you’ll find:
<br>• 2 Pokémon TCG: Scarlet & Violet—Shrouded Fable booster packs
<br>• 1 sticker sheet
<br>• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",15.0,16.99,24.99,10.77,,Normal,,,,,,,,,,,
553031,Shrouded Fable Booster Bundle,Shrouded Fable Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/553031_200w.jpg,3,23529,https://cpt.tcgcsv.com/Fdr6,2024-09-06T04:08:12.763,1,Expand your collection with this Booster Bundle containing six booster packs from Shrouded Fable,25.01,38.99,75.0,36.54,,Normal,,,,,,,,,,,
553075,Shrouded Fable Special Illustration Collection Case,Shrouded Fable Special Illustration Collection Case,https://tcgplayer-cdn.tcgplayer.com/product/553075_200w.jpg,3,23529,https://cpt.tcgcsv.com/wfr6,2024-08-02T04:09:22.817,1,One case contains 3 Kingdra ex Special Illustration Collection and 3 Greninja ex Special Illustration Collection.,420.0,475.0,800.0,208.03,,Normal,0820650412431,,,,,,,,,,
553094,Kingambit Illustration Collection Case,Kingambit Illustration Collection Case,https://tcgplayer-cdn.tcgplayer.com/product/553094_200w.jpg,3,23529,https://cpt.tcgcsv.com/Vfr6,2024-08-02T04:09:22.817,1,One case contains 6 Kingambit Illustration Collections.,,,,,,,0820650412462,,,,,,,,,,
553099,Shrouded Fable Elite Trainer Box Case,Shrouded Fable Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/553099_200w.jpg,3,23529,https://cpt.tcgcsv.com/_fr6,2025-02-06T19:34:18.89,1,"Each Shrouded Fable Elite Trainer Box Case contains 10 boxes.
<br>
Shadowy Secrets & Toxic Tricks!
<br>Rumors swirl and memories deceive as the march of time beats on in the land of Kitakami! Prepare for nightfall and discover a malevolent presence as Pecharunt ex commands the Loyal Three—Okidogi ex, Munkidori ex, and Fezandipiti ex—to do its nefarious bidding. Meanwhile, Revavroom ex plugs into the grid to Terastallize into a Lightning type, and Kingdra ex makes a royal splash in the Pokémon TCG: Scarlet & Violet—Shrouded Fable expansion!
<br><br>
The Pokémon TCG: Scarlet & Violet—Shrouded Fable Elite Trainer Box includes:
<br>• 9 Pokémon TCG: Scarlet & Violet—Shrouded Fable booster packs
<br>• 1 full-art foil promo card featuring Pecharunt
<br>• 65 card sleeves featuring Okidogi, Munkidori, and Fezandipiti
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Shrouded Fable expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",572.99,599.0,1000.0,471.91,,Normal,0820650858536,,,,,,,,,,
553102,Shrouded Fable Pokemon Center Elite Trainer Box (Exclusive) Case,Shrouded Fable Pokemon Center Elite Trainer Box Exclusive Case,https://tcgplayer-cdn.tcgplayer.com/product/553102_200w.jpg,3,23529,https://cpt.tcgcsv.com/3gr6,2024-08-23T04:08:15.207,1,"Each case contains 4 Elite Trainer Boxes
The Pokémon TCG: Scarlet & Violet—Shrouded Fable Pokemon Center Elite Trainer Box includes:
<br>• 11 Pokémon TCG: Scarlet & Violet—Shrouded Fable booster packs
<br>• Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>• 1 full-art foil promo card featuring Pecharunt with a Pokémon Center logo
<br>• 1 full-art foil promo card featuring Pecharunt
<br>• 65 card sleeves featuring Okidogi, Munkidori, and Fezandipiti
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet— Shrouded Fable expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",359.99,500.0,1299.99,349.84,,Normal,,,,,,,,,,,
560311,Joltik,Joltik,https://tcgplayer-cdn.tcgplayer.com/product/560311_200w.jpg,3,23529,https://cpt.tcgcsv.com/f8v6,2025-03-03T19:52:12.357,1,,0.01,0.09,4.95,0.08,0.01,Normal,,001/064,Common,Grass,40,Basic,"[G] Splashing Dodge (10)<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Rx2,1,,
560311,Joltik,Joltik,https://tcgplayer-cdn.tcgplayer.com/product/560311_200w.jpg,3,23529,https://cpt.tcgcsv.com/f8v6,2025-03-03T19:52:12.357,1,,0.01,0.15,4.95,0.15,,Reverse Holofoil,,001/064,Common,Grass,40,Basic,"[G] Splashing Dodge (10)<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Rx2,1,,
560312,Galvantula,Galvantula,https://tcgplayer-cdn.tcgplayer.com/product/560312_200w.jpg,3,23529,https://cpt.tcgcsv.com/g8v6,2025-03-03T19:52:12.403,1,<strong>Ability: Compound Eyes</strong> Attacks used by this Pokemon do 50 more damage to your opponent's Active Pokemon that has an Ability ''(before applying Weakness and Resistance)''.,0.01,0.1,4.95,0.04,0.01,Normal,,002/064,Uncommon,Grass,100,Stage 1,"[GC] Shocking Web (50+)<br> If this Pokemon has any Lightning Energy attached, this attack does 80 more damage.",Rx2,1,,
560312,Galvantula,Galvantula,https://tcgplayer-cdn.tcgplayer.com/product/560312_200w.jpg,3,23529,https://cpt.tcgcsv.com/g8v6,2025-03-03T19:52:12.403,1,<strong>Ability: Compound Eyes</strong> Attacks used by this Pokemon do 50 more damage to your opponent's Active Pokemon that has an Ability ''(before applying Weakness and Resistance)''.,0.01,0.15,4.95,0.11,,Reverse Holofoil,,002/064,Uncommon,Grass,100,Stage 1,"[GC] Shocking Web (50+)<br> If this Pokemon has any Lightning Energy attached, this attack does 80 more damage.",Rx2,1,,
560313,Rowlet,Rowlet,https://tcgplayer-cdn.tcgplayer.com/product/560313_200w.jpg,3,23529,https://cpt.tcgcsv.com/h8v6,2025-03-03T19:52:12.443,1,,0.01,0.1,4.95,0.07,,Normal,,003/064,Common,Grass,70,Basic,[C] Add On<br> Draw a card.,Rx2,1,[G] Leafage (10),
560313,Rowlet,Rowlet,https://tcgplayer-cdn.tcgplayer.com/product/560313_200w.jpg,3,23529,https://cpt.tcgcsv.com/h8v6,2025-03-03T19:52:12.443,1,,0.02,0.15,4.95,0.11,0.1,Reverse Holofoil,,003/064,Common,Grass,70,Basic,[C] Add On<br> Draw a card.,Rx2,1,[G] Leafage (10),
560314,Dartrix,Dartrix,https://tcgplayer-cdn.tcgplayer.com/product/560314_200w.jpg,3,23529,https://cpt.tcgcsv.com/j8v6,2025-03-03T19:52:12.633,1,,0.01,0.15,4.95,0.11,0.11,Reverse Holofoil,,004/064,Common,Grass,90,Stage 1,[C] United Wings (20x)<br> This attack does 20 damage for each Pokemon in your discard pile that has the United Wings attack.,Rx2,1,[G] Cutting Wind (30),
560314,Dartrix,Dartrix,https://tcgplayer-cdn.tcgplayer.com/product/560314_200w.jpg,3,23529,https://cpt.tcgcsv.com/j8v6,2025-03-03T19:52:12.633,1,,0.01,0.1,4.95,0.05,,Normal,,004/064,Common,Grass,90,Stage 1,[C] United Wings (20x)<br> This attack does 20 damage for each Pokemon in your discard pile that has the United Wings attack.,Rx2,1,[G] Cutting Wind (30),
560315,Decidueye,Decidueye,https://tcgplayer-cdn.tcgplayer.com/product/560315_200w.jpg,3,23529,https://cpt.tcgcsv.com/k8v6,2025-03-03T19:52:12.82,1,,0.01,0.09,4.95,0.05,0.02,Normal,,005/064,Uncommon,Grass,150,Stage 2,[C] Stock Up on Feathers<br> Draw cards until you have 7 cards in your hand.,Rx2,2,"[G] Power Shot (170)<br> Discard a Basic Grass Energy card from your hand. If you can't, this attack does nothing.",
560315,Decidueye,Decidueye,https://tcgplayer-cdn.tcgplayer.com/product/560315_200w.jpg,3,23529,https://cpt.tcgcsv.com/k8v6,2025-03-03T19:52:12.82,1,,0.01,0.17,4.95,0.19,,Reverse Holofoil,,005/064,Uncommon,Grass,150,Stage 2,[C] Stock Up on Feathers<br> Draw cards until you have 7 cards in your hand.,Rx2,2,"[G] Power Shot (170)<br> Discard a Basic Grass Energy card from your hand. If you can't, this attack does nothing.",
560316,Tapu Bulu - 006/064,Tapu Bulu 006 064,https://tcgplayer-cdn.tcgplayer.com/product/560316_200w.jpg,3,23529,https://cpt.tcgcsv.com/l8v6,2025-03-03T19:52:12.913,1,,0.02,0.17,4.95,0.17,,Reverse Holofoil,,006/064,Rare,Grass,140,Basic,[GGCC] Wood Hammer (220)<br> This Pokemon also does 30 damage to itself.,Rx2,3,,
560316,Tapu Bulu - 006/064,Tapu Bulu 006 064,https://tcgplayer-cdn.tcgplayer.com/product/560316_200w.jpg,3,23529,https://cpt.tcgcsv.com/l8v6,2025-03-03T19:52:12.913,1,,0.01,0.1,4.95,0.08,0.05,Holofoil,,006/064,Rare,Grass,140,Basic,[GGCC] Wood Hammer (220)<br> This Pokemon also does 30 damage to itself.,Rx2,3,,
560317,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/560317_200w.jpg,3,23529,https://cpt.tcgcsv.com/m8v6,2025-03-03T19:52:12.993,1,,0.01,0.07,4.95,0.03,,Normal,,007/064,Common,Fire,70,Basic,[CC] Gnaw (20),Wx2,1,[RCC] Rear Kick (50),
560317,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/560317_200w.jpg,3,23529,https://cpt.tcgcsv.com/m8v6,2025-03-03T19:52:12.993,1,,0.01,0.12,4.95,0.09,0.08,Reverse Holofoil,,007/064,Common,Fire,70,Basic,[CC] Gnaw (20),Wx2,1,[RCC] Rear Kick (50),
560318,Houndoom - 008/064,Houndoom 008 064,https://tcgplayer-cdn.tcgplayer.com/product/560318_200w.jpg,3,23529,https://cpt.tcgcsv.com/n8v6,2025-03-03T19:52:13.157,1,,0.04,0.19,4.95,0.22,,Reverse Holofoil,,008/064,Common,Fire,120,Stage 1,[CC] Bite (50),Wx2,2,"[RCC] Snarl (100)<br> During your opponent's next turn, attacks used by the Defending Pokemon do 100 less damage <em>(before applying Weakness and Resistance)</em>.",
560318,Houndoom - 008/064,Houndoom 008 064,https://tcgplayer-cdn.tcgplayer.com/product/560318_200w.jpg,3,23529,https://cpt.tcgcsv.com/n8v6,2025-03-03T19:52:13.157,1,,0.01,0.08,4.95,0.05,,Normal,,008/064,Common,Fire,120,Stage 1,[CC] Bite (50),Wx2,2,"[RCC] Snarl (100)<br> During your opponent's next turn, attacks used by the Defending Pokemon do 100 less damage <em>(before applying Weakness and Resistance)</em>.",
560319,Iron Moth,Iron Moth,https://tcgplayer-cdn.tcgplayer.com/product/560319_200w.jpg,3,23529,https://cpt.tcgcsv.com/p8v6,2025-03-03T19:52:13.267,1,,0.01,0.1,20.0,0.06,,Normal,,009/064,Uncommon,Fire,120,Basic,[CC] Suction (30)<br> Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.,Wx2,2,"[RRC] Anachronism Repulsor (120)<br> During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Ancient Pokemon.",
560319,Iron Moth,Iron Moth,https://tcgplayer-cdn.tcgplayer.com/product/560319_200w.jpg,3,23529,https://cpt.tcgcsv.com/p8v6,2025-03-03T19:52:13.267,1,,0.03,0.17,4.95,0.15,0.12,Reverse Holofoil,,009/064,Uncommon,Fire,120,Basic,[CC] Suction (30)<br> Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.,Wx2,2,"[RRC] Anachronism Repulsor (120)<br> During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Ancient Pokemon.",
560320,Horsea - 010/064,Horsea 010 064,https://tcgplayer-cdn.tcgplayer.com/product/560320_200w.jpg,3,23529,https://cpt.tcgcsv.com/q8v6,2025-03-03T19:52:13.35,1,,0.01,0.12,4.95,0.08,,Reverse Holofoil,,010/064,Common,Water,60,Basic,[W] Hold Still<br> Heal 30 damage from this Pokemon.,Lx2,1,[CC] Razor Fin (20),
560320,Horsea - 010/064,Horsea 010 064,https://tcgplayer-cdn.tcgplayer.com/product/560320_200w.jpg,3,23529,https://cpt.tcgcsv.com/q8v6,2025-03-03T19:52:13.35,1,,0.01,0.08,4.95,0.05,,Normal,,010/064,Common,Water,60,Basic,[W] Hold Still<br> Heal 30 damage from this Pokemon.,Lx2,1,[CC] Razor Fin (20),
560321,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/560321_200w.jpg,3,23529,https://cpt.tcgcsv.com/r8v6,2025-03-03T19:52:13.443,1,,0.01,0.08,4.95,0.04,0.01,Normal,,011/064,Common,Water,90,Stage 1,"[W] Call for Backup<br> Search your deck for up to 3 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Lx2,1,[CC] Sharp Fin (40),
560321,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/560321_200w.jpg,3,23529,https://cpt.tcgcsv.com/r8v6,2025-03-03T19:52:13.443,1,,0.01,0.15,4.95,0.11,,Reverse Holofoil,,011/064,Common,Water,90,Stage 1,"[W] Call for Backup<br> Search your deck for up to 3 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Lx2,1,[CC] Sharp Fin (40),
560322,Kingdra ex - 012/064,Kingdra ex 012 064,https://tcgplayer-cdn.tcgplayer.com/product/560322_200w.jpg,3,23529,https://cpt.tcgcsv.com/s8v6,2025-03-03T19:52:13.557,1,,0.1,0.52,10.0,0.43,0.75,Holofoil,,012/064,Double Rare,Water,310,Stage 2,[W] King's Order<br> Put up to 3 Water Pokemon from your discard pile onto your Bench.,Lx2,1,[CC] Hydro Pump (50+)<br> This attack does 50 more damage for each Water Energy attached to this Pokemon.,
560323,Sneasel,Sneasel,https://tcgplayer-cdn.tcgplayer.com/product/560323_200w.jpg,3,23529,https://cpt.tcgcsv.com/t8v6,2025-03-03T19:52:13.623,1,,0.02,0.12,4.95,0.09,,Reverse Holofoil,,013/064,Common,Water,70,Basic,[W] Cut (10),Mx2,1,"[WW] Beset (30)<br> During your opponent's next turn, the Defending Pokemon can't retreat.",
560323,Sneasel,Sneasel,https://tcgplayer-cdn.tcgplayer.com/product/560323_200w.jpg,3,23529,https://cpt.tcgcsv.com/t8v6,2025-03-03T19:52:13.623,1,,0.01,0.07,4.95,0.06,0.01,Normal,,013/064,Common,Water,70,Basic,[W] Cut (10),Mx2,1,"[WW] Beset (30)<br> During your opponent's next turn, the Defending Pokemon can't retreat.",
560324,Weavile,Weavile,https://tcgplayer-cdn.tcgplayer.com/product/560324_200w.jpg,3,23529,https://cpt.tcgcsv.com/v8v6,2025-03-03T19:52:13.687,1,,0.01,0.09,4.95,0.05,,Normal,,014/064,Uncommon,Water,100,Stage 1,[W] Slash (40),Mx2,1,[WW] Hail Claw (70)<br> Discard all Energy from this Pokemon. Your opponent's Active Pokemon is now Paralyzed.,
560324,Weavile,Weavile,https://tcgplayer-cdn.tcgplayer.com/product/560324_200w.jpg,3,23529,https://cpt.tcgcsv.com/v8v6,2025-03-03T19:52:13.687,1,,0.01,0.1,4.95,0.07,,Reverse Holofoil,,014/064,Uncommon,Water,100,Stage 1,[W] Slash (40),Mx2,1,[WW] Hail Claw (70)<br> Discard all Energy from this Pokemon. Your opponent's Active Pokemon is now Paralyzed.,
560325,Revavroom ex - 015/064,Revavroom ex 015 064,https://tcgplayer-cdn.tcgplayer.com/product/560325_200w.jpg,3,23529,https://cpt.tcgcsv.com/w8v6,2025-03-03T19:52:13.767,1,,0.05,0.5,5.05,0.35,0.25,Holofoil,,015/064,Double Rare,Lightning,280,Stage 1,"[M] Accelerator Flash (20+)<br> If this Pokemon moved from your Bench to the Active Spot this turn, this attack does 120 more damage.",Fx2,1,[MMM] Shattering Speed (250)<br> Discard this Pokemon and all attached cards.,
560326,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/560326_200w.jpg,3,23529,https://cpt.tcgcsv.com/x8v6,2025-03-03T19:52:13.843,1,,0.01,0.08,4.95,0.03,,Normal,,016/064,Common,Psychic,70,Basic,[P] Eerie Gaze (10)<br> Your opponent reveals their hand.,Dx2,2,,F-30
560326,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/560326_200w.jpg,3,23529,https://cpt.tcgcsv.com/x8v6,2025-03-03T19:52:13.843,1,,0.01,0.15,4.95,0.09,0.09,Reverse Holofoil,,016/064,Common,Psychic,70,Basic,[P] Eerie Gaze (10)<br> Your opponent reveals their hand.,Dx2,2,,F-30
560327,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/560327_200w.jpg,3,23529,https://cpt.tcgcsv.com/z8v6,2025-03-03T19:52:13.907,1,,0.01,0.09,4.95,0.05,,Normal,,017/064,Uncommon,Psychic,110,Stage 1,"[PC] Daydream (80)<br> During your opponent's next turn, if they attach an Energy card from their hand to the Defending Pokemon, their turn ends.",Dx2,2,,F-30
560327,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/560327_200w.jpg,3,23529,https://cpt.tcgcsv.com/z8v6,2025-03-03T19:52:13.907,1,,0.01,0.15,4.95,0.08,,Reverse Holofoil,,017/064,Uncommon,Psychic,110,Stage 1,"[PC] Daydream (80)<br> During your opponent's next turn, if they attach an Energy card from their hand to the Defending Pokemon, their turn ends.",Dx2,2,,F-30
